Position	CD15	CD4	NAKATPASE	ASMA	CD8	FOXP3	CD31	PDL1	CD27	CD3	CD56	CD206	GZB	HLAI	CASP3	CD163	CD16	CD45	CD20	LAG3	CD11C	S6	PANCK	HLAII	KI67	CD68	KAPPA	CD14	CD38	PD1	MPO	B2MG	TRYPTASE	LAMBDA	GP100	ANNEXINV	ISOTYPERB	ISOTYPEMU
region_336	Good	Fair	Fair	Good	Poor	Good	Good	Fair	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Fair	Fair	Fair	Fair	Fair	Good	Fair	Good	Good	Good
region_337	Good	Fair	Good	Fair	Good	Good	Poor	Good	Fair	Fair	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good
region_338	Good	Good	Excellent	Good	Fair	Good	Fair	Good	Good	Excellent	Good	Good	Good	Excellent	Poor	Good	Good	Good	Fair	Fair	Good	Good	Good	Excellent	Good	Good	Fair	Good	Good	Fair	Fair	Excellent	Good	Good	Good	Good	Good	Good
region_339	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Fair	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Good	Fair	Good	Good	Good
region_340	Fair	Excellent	Good	Good	Good	Good	Good	Fair	Fair	Fair	Fair	Fair	Good	Fair	Good	Fair	Good	Fair	Good	Good	Poor	Good	Good	Good	Good	Fair	Good	Fair	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good
region_341	Good	Good	Good	Fair	Fair	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Fair	Fair	Good	Good	Fair	Poor	Poor
region_342	Fair	Fair	Good	Good	Poor	Good	Fair	Good	Fair	Fair	Fair	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	Good
region_343	Fair	Good	Good	Fair	Poor	Poor	Fair	Fair	Fair	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Fair	Good
region_344	Good	Poor	Fair	Fair	Good	Poor	Good	Good	Good	Fair	Good	Fair	Good	Poor	Good	Fair	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Poor	Good	Good	Fair	Fair	Good	Good
region_345	Good	Good	Good	Fair	Good	Fair	Good	Good	Poor	Excellent	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Excellent	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	Good
region_346	Good	Fair	Good	Fair	Good	Good	Fair	Good	Good	Excellent	Good	Good	Fair	Good	Fair	Good	Good	Excellent	Good	Good	Good	Fair	Fair	Good	Good	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good
region_347	Fair	Fair	Fair	Good	Poor	Good	Fair	Good	Poor	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Fair	Fair	Fair	Fair	Poor	Good	Good	Fair	Good	Fair	Good
region_348	Fair	Good	Good	Poor	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Good	Poor	Good	Fair	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	Fair	Fair	Poor	Good	Fair	Fair	Good	Fair	Good	Fair	Good
